Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,nb_of_Cores,Processor_Base_Frequency,Cache,TDP,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,T_bc
63,2,927,44,5,1,1.30 GHz,4,17.0,100.0,0,2,1,1,4.605170185988092
63,2,927,11,6,1,2.30 GHz,1,35.0,105.0,0,0,1,1,4.653960350157523
63,2,709,10,5,2,1.06 GHz,31,18.0,90.0,0,2,1,1,4.499809670330265
63,2,709,10,5,2,1.86 GHz,34,35.0,90.0,0,2,1,1,4.499809670330265
63,0,709,42,6,2,2.40 GHz,1,65.0,74.1,0,2,1,1,4.3054155323020415
63,2,709,41,6,1,1.20 GHz,1,10.0,105.0,0,0,1,1,4.653960350157523
63,2,709,39,7,1,2.00 GHz,1,31.0,100.0,0,0,1,1,4.605170185988092
63,0,415,39,7,2,2.20 GHz,76,65.0,73.3,0,0,1,1,4.294560608892605
63,0,709,23,7,1,1.80 GHz,76,35.0,60.4,0,0,1,1,4.100989104940769
63,2,709,39,7,1,1.73 GHz,1,30.0,100.0,0,0,1,1,4.605170185988092
63,0,709,7,7,1,1.83 GHz,1,27.0,100.0,0,2,0,0,4.605170185988092
63,2,709,46,2,1,450 MHz,15,15.5,100.0,1,0,1,0,4.605170185988092
63,2,709,20,0,1,1.40 GHz,47,30.0,100.0,0,0,0,0,4.605170185988092
63,2,709,46,0,1,1.06 GHz,47,23.2,100.0,1,0,1,0,4.605170185988092
63,0,709,46,4,1,333 MHz,15,19.7,85.0,0,0,0,0,4.442651256490317
63,0,709,46,0,1,1.00 GHz,47,27.8,69.0,0,0,0,0,4.23410650459726
63,2,709,46,7,1,1.60 GHz,1,27.0,100.0,0,0,0,0,4.605170185988092
63,2,709,19,0,1,1.30 GHz,76,24.5,100.0,0,0,0,0,4.605170185988092
63,0,709,37,8,1,2.26 GHz,47,73.0,67.0,0,0,0,0,4.204692619390966
63,2,927,12,5,1,1.40 GHz,4,17.0,100.0,0,2,1,1,4.605170185988092
63,2,709,26,5,2,1.06 GHz,34,18.0,105.0,0,2,1,1,4.653960350157523
63,1,927,10,6,1,1.33 GHz,33,30.0,64.4,1,2,1,1,4.165113633110308
63,2,709,10,5,2,1.86 GHz,34,35.0,90.0,0,2,1,1,4.499809670330265
63,2,709,41,6,2,1.90 GHz,1,35.0,105.0,0,0,1,1,4.653960350157523
63,2,709,41,6,1,1.20 GHz,1,5.5,105.0,0,0,1,1,4.653960350157523
63,2,709,41,7,1,2.16 GHz,1,31.0,100.0,0,0,1,1,4.605170185988092
63,0,709,25,7,2,2.40 GHz,76,65.0,73.3,0,0,1,1,4.294560608892605
63,0,709,57,7,1,1.20 GHz,76,19.0,100.0,0,0,1,1,4.605170185988092
63,0,709,6,7,1,1.66 GHz,1,27.0,100.0,0,2,0,0,4.605170185988092
63,0,709,23,7,1,1.60 GHz,76,35.0,60.4,0,0,1,1,4.100989104940769
63,2,709,7,7,1,1.60 GHz,1,30.0,100.0,0,0,1,1,4.605170185988092
63,2,709,3,0,1,1.20 GHz,47,20.8,100.0,0,0,0,0,4.605170185988092
63,2,709,46,0,1,1.00 GHz,47,22.0,100.0,1,0,1,0,4.605170185988092
63,0,709,18,4,1,300 MHz,15,17.8,85.0,0,0,0,0,4.442651256490317
63,0,709,46,2,1,1.00 GHz,15,29.0,75.0,0,0,0,0,4.31748811353631
63,2,709,46,7,1,1.46 GHz,1,27.0,100.0,0,0,0,0,4.605170185988092
63,2,709,46,0,1,1.20 GHz,76,24.5,100.0,0,0,0,0,4.605170185988092
63,0,709,55,8,1,2.13 GHz,47,73.0,67.0,0,0,0,0,4.204692619390966
60,3,927,32,1,14,2.00 GHz,57,115.0,68.0,1,2,1,1,4.219507705176107
60,3,927,32,1,10,2.00 GHz,44,115.0,67.0,1,2,1,1,4.204692619390966
60,3,927,32,1,16,2.10 GHz,66,115.0,69.0,1,2,1,1,4.23410650459726
60,3,927,32,1,18,2.20 GHz,69,140.0,75.0,1,2,1,1,4.31748811353631
60,3,927,32,1,18,2.40 GHz,69,165.0,80.0,1,2,1,1,4.382026634673881
60,3,927,32,1,20,2.10 GHz,73,140.0,76.0,1,2,1,1,4.330733340286331
60,3,927,32,1,22,2.20 GHz,78,150.0,77.0,1,2,1,1,4.343805421853684
60,3,927,32,1,24,2.20 GHz,83,165.0,79.0,1,2,1,1,4.3694478524670215
60,3,927,32,1,10,2.80 GHz,83,165.0,79.0,1,2,1,1,4.3694478524670215
60,3,927,32,1,4,3.20 GHz,83,140.0,77.0,1,2,1,1,4.343805421853684
60,3,927,17,1,24,2.40 GHz,83,165.0,79.0,1,2,1,1,4.3694478524670215
59,3,927,31,3,12,2.10 GHz,53,115.0,70.0,1,2,1,1,4.248495242049359
59,3,927,31,3,10,1.90 GHz,45,115.0,70.0,1,2,1,1,4.248495242049359
59,3,927,31,3,14,2.20 GHz,58,115.0,70.0,1,2,1,1,4.248495242049359
59,3,927,31,3,16,2.20 GHz,67,140.0,75.0,1,2,1,1,4.31748811353631
59,3,927,31,3,16,2.50 GHz,69,165.0,79.0,1,2,1,1,4.3694478524670215
59,3,927,31,3,18,2.10 GHz,70,140.0,75.0,1,2,1,1,4.31748811353631
59,3,927,31,3,18,2.30 GHz,70,150.0,77.0,1,2,1,1,4.343805421853684
59,3,927,31,3,18,2.00 GHz,70,115.0,70.0,1,2,1,1,4.248495242049359
59,3,927,31,3,18,2.50 GHz,70,165.0,79.0,1,2,1,1,4.3694478524670215
59,3,927,31,3,10,2.80 GHz,70,165.0,79.0,1,2,1,1,4.3694478524670215
59,3,927,31,3,4,3.20 GHz,70,140.0,75.0,1,2,1,1,4.31748811353631
58,3,927,14,3,15,2.30 GHz,52,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.50 GHz,61,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.80 GHz,61,155.0,77.0,1,2,1,1,4.343805421853684
58,3,927,14,3,6,1.90 GHz,11,105.0,68.0,1,2,1,1,4.219507705176107
58,3,927,14,3,8,2.00 GHz,22,105.0,68.0,1,2,1,1,4.219507705176107
58,3,927,14,3,10,2.20 GHz,35,105.0,68.0,1,2,1,1,4.219507705176107
58,3,927,14,3,12,2.30 GHz,39,105.0,68.0,1,2,1,1,4.219507705176107
58,3,927,14,3,12,2.60 GHz,52,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.30 GHz,52,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.50 GHz,61,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.80 GHz,61,155.0,77.0,1,2,1,1,4.343805421853684
58,3,927,14,3,6,3.40 GHz,61,155.0,77.0,1,2,1,1,4.343805421853684
58,3,927,14,3,10,3.20 GHz,61,155.0,77.0,1,2,1,1,4.343805421853684
58,3,927,14,3,15,2.80 GHz,61,155.0,77.0,1,2,1,1,4.343805421853684
58,3,927,14,3,15,2.20 GHz,61,105.0,68.0,1,2,1,1,4.219507705176107
58,3,927,14,3,15,2.50 GHz,61,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,15,2.30 GHz,52,130.0,73.0,1,2,1,1,4.290459441148391
58,3,927,14,3,12,3.00 GHz,52,130.0,73.0,0,2,1,1,4.290459441148391
58,3,927,14,3,12,2.30 GHz,39,105.0,68.0,1,2,1,1,4.219507705176107
57,3,415,27,5,8,2.00 GHz,30,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,8,2.13 GHz,42,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,10,2.00 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.26 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.40 GHz,54,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,6,1.86 GHz,30,95.0,70.0,1,2,1,1,4.248495242049359
57,3,415,27,5,8,2.00 GHz,30,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,8,2.13 GHz,42,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,10,2.00 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.26 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.40 GHz,54,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,8,2.13 GHz,42,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,8,2.66 GHz,42,130.0,69.0,0,2,1,1,4.23410650459726
57,3,415,27,5,10,2.00 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.26 GHz,42,130.0,69.0,1,2,1,1,4.23410650459726
57,3,415,27,5,10,2.13 GHz,54,105.0,64.0,1,2,1,1,4.1588830833596715
57,3,415,27,5,10,2.40 GHz,54,130.0,69.0,1,2,1,1,4.23410650459726
6,2,927,15,1,2,2.60 GHz,62,15.0,105.0,1,2,1,1,4.653960350157523
6,2,927,15,1,2,2.20 GHz,62,15.0,105.0,1,2,1,1,4.653960350157523
6,0,927,31,1,4,3.30 GHz,80,65.0,100.0,1,2,1,1,4.605170185988092
6,0,927,31,1,4,3.30 GHz,80,65.0,100.0,1,2,1,1,4.605170185988092
6,2,927,31,1,4,2.70 GHz,80,47.0,105.0,1,2,1,1,4.653960350157523
6,1,927,31,1,4,2.60 GHz,82,47.0,105.0,1,2,1,1,4.653960350157523
6,2,927,31,1,4,2.50 GHz,80,47.0,105.0,1,2,1,1,4.653960350157523
6,1,927,31,1,4,2.70 GHz,82,47.0,105.0,1,2,1,1,4.653960350157523
6,2,927,31,1,4,2.70 GHz,80,47.0,105.0,1,2,1,1,4.653960350157523
6,2,927,31,1,4,2.90 GHz,80,47.0,105.0,1,2,1,1,4.653960350157523
6,2,927,15,1,2,2.40 GHz,62,15.0,105.0,1,2,1,1,4.653960350157523
10,2,927,48,1,2,900 MHz,65,4.5,100.0,1,2,1,1,4.605170185988092
7,0,927,65,1,2,3.60 GHz,48,54.0,66.0,1,2,1,1,4.189654742026425
8,2,927,48,1,2,3.10 GHz,65,28.0,100.0,1,2,1,1,4.605170185988092
8,2,927,48,1,2,2.90 GHz,65,28.0,100.0,1,2,1,1,4.605170185988092
14,2,927,49,1,2,1.00 GHz,65,4.5,100.0,1,2,1,1,4.605170185988092
11,2,927,17,1,2,3.00 GHz,48,35.0,100.0,1,2,1,1,4.605170185988092
11,2,927,49,1,2,2.40 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
11,2,927,17,1,2,2.80 GHz,48,28.0,100.0,1,2,1,1,4.605170185988092
11,0,927,17,1,2,3.90 GHz,51,51.0,100.0,1,2,1,1,4.605170185988092
11,1,927,17,1,2,2.90 GHz,48,35.0,100.0,1,2,1,1,4.605170185988092
11,0,927,17,1,2,3.40 GHz,51,35.0,92.0,1,2,1,1,4.5217885770490405
11,0,927,17,1,2,3.40 GHz,51,35.0,88.0,1,2,1,1,4.477336814478207
11,0,927,17,1,2,3.90 GHz,51,54.0,100.0,1,2,1,1,4.605170185988092
11,1,927,17,1,2,2.10 GHz,48,25.0,100.0,1,2,1,1,4.605170185988092
11,2,927,33,1,2,2.70 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
11,0,927,17,1,2,3.50 GHz,65,35.0,92.0,1,2,1,1,4.5217885770490405
11,0,927,17,1,2,4.00 GHz,65,51.0,100.0,1,2,1,1,4.605170185988092
11,0,927,17,1,2,4.10 GHz,65,51.0,100.0,1,2,1,1,4.605170185988092
11,0,927,17,1,2,4.20 GHz,65,60.0,100.0,1,2,1,1,4.605170185988092
14,2,927,33,1,2,1.10 GHz,65,4.5,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,2,2.50 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
9,2,7,48,1,2,2.20 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
9,2,7,48,1,2,3.30 GHz,65,28.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,2,2.60 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,2,2.20 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
9,2,927,16,1,2,2.40 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,4,2.60 GHz,82,45.0,100.0,1,2,1,1,4.605170185988092
9,2,927,16,1,4,2.60 GHz,82,45.0,100.0,1,2,1,1,4.605170185988092
9,0,927,48,1,4,3.40 GHz,87,65.0,71.0,1,2,1,1,4.2626798770413155
9,1,927,65,1,4,2.40 GHz,87,35.0,100.0,1,2,1,1,4.605170185988092
9,0,927,48,1,4,2.80 GHz,87,35.0,66.0,1,2,1,1,4.189654742026425
9,0,927,48,1,4,4.00 GHz,87,91.0,64.0,1,2,1,1,4.1588830833596715
9,0,415,32,1,4,3.30 GHz,84,65.0,71.0,1,2,1,1,4.2626798770413155
9,1,927,65,1,4,2.80 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,4,2.70 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,4,2.70 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
9,1,927,65,1,4,2.00 GHz,87,25.0,100.0,1,2,1,1,4.605170185988092
9,2,927,16,1,4,2.70 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
9,2,927,48,1,4,2.90 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
9,2,927,16,1,4,2.80 GHz,87,45.0,100.0,1,2,1,1,4.605170185988092
8,2,927,48,1,2,1.80 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
8,2,927,48,1,2,2.30 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
8,2,927,48,1,2,2.40 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
8,2,927,48,1,4,2.30 GHz,82,45.0,100.0,0,2,1,1,4.605170185988092
8,2,927,16,1,4,2.30 GHz,82,45.0,100.0,0,2,1,1,4.605170185988092
8,2,927,48,1,2,2.00 GHz,65,15.0,100.0,1,2,1,1,4.605170185988092
8,1,927,65,1,4,1.90 GHz,82,25.0,100.0,0,2,1,1,4.605170185988092
8,2,927,48,1,4,2.60 GHz,82,45.0,100.0,0,2,1,1,4.605170185988092
8,1,927,65,1,4,2.70 GHz,82,45.0,100.0,0,2,1,1,4.605170185988092
8,0,927,48,1,4,2.20 GHz,82,35.0,66.0,0,2,1,1,4.189654742026425
8,0,927,48,1,4,2.70 GHz,82,65.0,71.0,0,2,1,1,4.2626798770413155
8,0,927,65,1,4,2.80 GHz,80,65.0,71.0,0,2,1,1,4.2626798770413155
8,1,927,65,1,4,2.30 GHz,82,35.0,100.0,0,2,1,1,4.605170185988092
8,0,927,48,1,4,2.50 GHz,82,35.0,66.0,0,2,1,1,4.189654742026425
8,0,927,48,1,4,3.20 GHz,82,65.0,71.0,0,2,1,1,4.2626798770413155
8,0,415,32,1,4,2.80 GHz,80,65.0,71.0,0,2,1,1,4.2626798770413155
8,0,927,48,1,4,2.70 GHz,82,35.0,66.0,0,2,1,1,4.189654742026425
8,0,927,48,1,4,3.50 GHz,82,91.0,64.0,0,2,1,1,4.1588830833596715
8,0,415,32,1,4,3.20 GHz,80,65.0,71.0,0,2,1,1,4.2626798770413155
8,0,927,48,1,4,3.30 GHz,82,65.0,71.0,0,2,1,1,4.2626798770413155
7,2,927,66,1,2,2.00 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
7,1,927,65,1,2,2.70 GHz,65,35.0,100.0,1,2,1,1,4.605170185988092
7,0,927,48,1,2,3.20 GHz,51,35.0,66.0,1,2,1,1,4.189654742026425
7,0,927,48,1,2,3.70 GHz,51,51.0,65.0,1,2,1,1,4.174387269895637
7,2,927,48,1,2,2.70 GHz,51,28.0,100.0,1,2,1,1,4.605170185988092
7,2,927,49,1,2,2.40 GHz,51,28.0,100.0,1,2,1,1,4.605170185988092
7,1,927,65,1,2,1.90 GHz,51,25.0,100.0,1,2,1,1,4.605170185988092
7,2,927,48,1,2,2.30 GHz,51,15.0,100.0,1,2,1,1,4.605170185988092
7,2,927,48,1,2,2.70 GHz,51,35.0,100.0,1,2,1,1,4.605170185988092
7,0,927,48,1,2,3.90 GHz,65,51.0,65.0,1,2,1,1,4.174387269895637
7,0,927,48,1,2,3.30 GHz,65,35.0,66.0,1,2,1,1,4.189654742026425
7,1,927,65,1,2,2.70 GHz,51,35.0,100.0,1,2,1,1,4.605170185988092
7,0,927,48,1,2,3.80 GHz,65,51.0,65.0,1,2,1,1,4.174387269895637
10,2,927,48,1,2,1.10 GHz,65,4.5,100.0,1,2,1,1,4.605170185988092
10,2,927,48,1,2,1.10 GHz,65,4.5,100.0,1,2,1,1,4.605170185988092
10,2,927,48,1,2,1.20 GHz,65,4.5,100.0,1,2,1,1,4.605170185988092
6,2,927,15,1,2,2.00 GHz,65,15.0,105.0,1,2,1,1,4.653960350157523
6,2,927,15,1,2,3.10 GHz,62,28.0,105.0,1,2,1,1,4.653960350157523
